X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3;X4;Y4;Z4;X5;Y5;Z5;X6;Y6;Z6;X7;Y7;Z7;X8;Y8;Z8;X9;Y9;Z9;X10;Y10;Z10;X11;Y11;Z11;X12;Y12;Z12;X13;Y13;Z13;X14;Y14;Z14;X15;Y15;Z15;X16;Y16;Z16;X17;Y17;Z17;X18;Y18;Z18;X19;Y19;Z19;X20;Y20;Z20;Position
-6,439;6,133;4,872;-4,248;-4,032;-6,406;8,012;-1,814;-9,352;8,106;-0,133;-6,193;-1,361;8,984;-0,425;6,424;-2,567;-2,09;-9,694;-6,013;-3,455;0,207;-1,779;4,046;-0,213;-8,438;6,621;7,412;9,665;-4,72;-8,335;-6,376;-2,357;3,794;8,162;5,556;-9,434;4,43;-8,438;2,539;-5,878;-6,55;1,897;2,455;-8,086;9,752;3,066;-9,173;-9,469;-6,942;7,605;-7,993;7,141;-6,967;5,7;-7,562;-5,227;6,927;-5,057;-8,361;3
-3,893;4,859;-6,069;2,392;-5,515;0,852;-8,576;-5,229;6,342;-0,398;-0,607;7,833;9,812;-8,692;0,972;0,518;5,05;-7,291;6,85;-2,935;-3,031;5,92;-4,514;4,181;6,178;-1,199;0,936;5,16;8,907;-5,375;3,468;-1,806;9,42;9,79;-2,99;0,306;-9,569;7,156;4,421;6,384;-6,506;8,468;-8,785;-1,567;0,741;9,713;-1,109;9,611;1,213;-4,5;-9,94;6,56;-6,7;4,328;-6,976;-6,298;-2,771;3,995;-7,996;-2,125;4
-4,369;4,076;-7,47;3,562;1,968;0,437;-5,146;-3,091;4,328;-7,93;6,082;7,294;-5,818;2,058;-2,722;2,22;7,751;-9,783;1,637;-0,234;0,29;-3,75;-4,748;0,157;-1,029;-7,798;2,022;8,697;7,269;3,74;2,963;-8,301;-5,88;9,995;-2,249;-6,263;-7,771;8,129;7,189;0,753;-5,479;8,809;8,071;4,759;4,359;4,509;0,082;-4,988;-0,773;9,621;-5,542;2,936;-3,077;-9,331;6,556;-1,845;-0,5;-7,041;-0,317;-5,936;5
-0,33;7,027;8,991;-2,099;4,942;9,679;6,973;-4,894;5,1;2,619;2,677;0,325;-4,384;-7,427;7,617;-0,682;6,319;-2,021;-4,266;0,809;-2,459;4,77;-2,23;-3,676;-5,556;2,766;6,104;-5;0,532;-3,069;4,727;-6,668;-9,379;-6,481;8,348;9,617;0,656;-0,118;-9,596;-7,083;6,57;-6,057;-3,59;0,662;5,562;-2,643;3,82;-2,954;-4,553;5,076;2,432;7,687;7,885;0,754;-8,942;0,071;-4,195;-7,269;7,275;3,084;4
7,314;-5,503;-6,345;3,389;-2,142;-7,671;9,614;-4,236;6,303;8,185;-6,848;-7,659;0,438;5,124;9,976;2,463;-8,441;-4,184;9,854;0,498;6,971;9,239;-7,4;-4,262;5,291;-6,435;4,325;8,24;6,883;9,667;-2,245;5,15;-8,603;0,394;1,589;9,403;8,183;5,688;8,032;-1,054;8,11;3,953;-2,331;1,18;-8,039;9,009;0,11;4,395;4,913;-9,831;1,506;-8,466;2,736;-4,703;-6,139;8,833;-2,176;3,389;6,249;-5,537;4
3,552;0,096;-4,658;5,366;6,11;-4,312;3,21;8,172;2,464;6,056;4,383;6,167;1,851;8,966;-7,168;-9,068;-1,573;7,249;4,17;-0,801;7,873;-2,194;5,475;-6,749;5,429;1,658;-3,157;9,382;-8,097;-6,483;6,221;-9,118;6,77;-2,837;-7,91;3,58;5,398;9,41;1,363;-9,486;0,434;-6,75;-0,812;9,801;-1,53;-2,871;0,926;8,19;-9,373;1,518;-9,15;4,43;9,642;-6,071;9,744;-2,956;5,096;-4,858;-5,079;-6,409;4
-0,642;-7,162;3,668;5,659;0,821;7,969;4,078;7,311;2,587;-4,046;-2,586;-8,637;-9,213;-8,728;7,453;7,316;-6,96;-2,775;3,082;3,523;8,491;8,684;1,463;5,428;-9,076;4,169;-7,956;9,658;-2,361;8,452;-6,99;-2,701;-6,807;-6,727;6,929;1,555;8,604;8,236;-9,197;5,374;-1,88;4,733;3,489;-1,597;5,884;2,921;-3,487;9,165;2,441;-6,761;0,244;-1,846;-3,006;-8,468;-7,576;-4,085;-6,326;-9,066;-8,358;-2,76;5
5,08;-2,094;9,03;9,008;-9,448;4,501;-6,453;-2,481;-1,392;-9,314;-0,347;1,809;8,959;-3,746;2,123;0,923;1,491;-4,507;5,348;5,132;-2,223;-7,021;-4,252;6,996;-0,944;1,168;7,319;6,395;4,987;-2,448;-5,486;2,554;7,081;-9,463;-7,912;-3,799;4,691;-6,588;-8,296;-6,863;-5,912;-3,983;-2,325;-0,992;2,867;-7,408;-3,379;2,263;1,04;9,06;2,701;-0,835;2,532;0,939;4,298;7,641;-3,193;9,295;-5,88;-7,211;4
-0,263;-5,633;-7,023;1,967;-3,552;-5,272;2,438;-1,684;-2,224;3,945;3,562;-1,029;2,469;2,024;-1,622;7,951;-9,811;-4,641;-7,556;2,01;-5,378;7,536;-8,774;-3,436;-5,454;8,1;6,938;-3,376;5,922;-8,251;0,58;4,271;-1,7;3,508;-5,423;9,788;8,433;-6,843;-7,703;0,934;9,329;-5,299;1,376;-4,65;5,661;-7,979;6,475;-1,025;6,815;-1,053;3,534;4,144;5,904;7,105;-3,62;-3,695;9,395;1,37;2,026;8,706;3
-4,275;-5,791;5,46;-8,849;-6,455;5,72;4,871;-9,66;9,295;-6,644;-5,04;-7,385;8,363;-7,962;-2,02;4,344;-7,961;4,547;3,405;-6,494;-0,562;-5,067;-9,224;9,369;7,204;9,438;-0,317;-6,098;3,068;-7,411;-6,688;3,322;4,725;4,225;8,04;-8,408;-0,3;0,523;-1,955;2,617;0,474;-1,884;0,897;1,522;9,788;-5,475;-2,992;-5,502;-1,952;5,844;0,803;2,37;1,065;-3,823;5,58;9,969;-6,117;-1,436;-7,985;-8,595;5
1,885;-2,752;8,544;9,221;5,11;-7,657;4,454;0,691;8,073;-6,769;-4,434;2,304;-3,083;8,862;8,071;-7,001;9,112;2,11;6,929;-3,423;8,482;-2,831;-5,103;9,198;4,436;6,591;1,906;1,598;-7,014;-3,373;-9,443;-1,286;1,149;-0,232;9,213;-7,296;6,187;-8,411;4,276;-5,046;1,319;-9,491;1,284;1,507;-0,771;-8,282;3,006;3,55;-3,202;-5,508;-1,906;-9,507;-2,991;-6,402;-1,169;8,556;3,624;2,796;-2,745;5,079;3
4,301;-1,298;-9,851;-1,795;-2,5;-1,821;-0,46;0,004;2,194;5,469;-6,825;-6,729;-4,965;-0,553;7,417;1,799;-5,6;6,653;-7,591;-5,48;6,505;7,916;8,763;-1,871;-7,744;-2,655;-3,011;3,541;-3,816;-4,797;-3,415;5,716;-2,956;-5,187;-9,866;-0,126;2,733;-0,042;3,892;-7,202;0,198;-3,088;8,934;4,503;-2,513;2,56;2,054;-7,279;-6,197;4,565;9,867;-5,197;-5,796;5,509;8,45;-7,245;9,014;-5,723;-3,667;-3,712;1
-0,232;0,815;-6,373;-5,631;-5,258;-4,809;-4,838;-2,101;-9,945;-6,807;-8,942;-9,298;-7,367;-2,182;3,101;-2,566;-9,843;-6,484;4,809;-8,878;-4,208;9,435;-4,192;1,255;-3,345;7,347;-6,217;-4,907;-7,747;-9,97;-6,879;-7,341;0,471;7,513;5,739;4,079;-5,044;-9,38;8,279;-6,712;6,651;7,727;-6,275;3,557;4,655;-1,665;1,927;9,611;-4,527;2,244;3,819;-7,041;-1,634;-3,443;-5,672;2,393;5,005;-9,46;-6,358;4,886;4
-6,124;-2,851;7,368;-8,109;8,689;1,38;6,768;-8,573;-6,394;9,089;-3,547;2,637;-6,897;7,224;-2,718;3,375;9,834;-8,55;-2,836;2,695;4,11;0,58;5,914;2,144;-2,485;9,229;-0,255;3,563;-1,931;-6,252;3,36;6,862;-1,405;6,173;5,712;1,673;6,723;-7,059;-1,965;8,202;2,1;-5,016;5,356;-8,724;-3,381;-9,026;6,698;4,131;-3,189;-1,395;7,208;-0,738;4,15;3,444;3,579;6,946;5,964;-4,782;-3,938;-1,336;5
-2,245;-3,88;-0,038;4,95;-2,324;-6,14;2,752;-0,637;-6,338;9,67;7,454;-1,441;-4,212;-1,099;0,135;1,555;0,465;-5,722;2,181;2,46;6,39;-4,313;-7,549;-9,104;-7,025;2,912;-6,037;-6,346;8,575;3,781;3,058;-5,794;6,396;-2,413;-2,035;-8,622;0,463;-3,903;8,198;-3,122;2,503;-3,714;-8,534;6,691;2,861;8,597;-3,467;5,427;3,046;-0,014;-1,036;-4,445;-5,716;-4,97;-0,373;-6,235;-3,186;-8,446;-1,971;-4,137;4
-0,607;4,773;0,101;-1,589;-9,559;-5,958;-2,647;-0,211;-1,876;2,319;-0,835;-4,504;-4,561;-2,461;5,153;-8,877;-8,806;6,573;-4,447;-3,832;-2,141;7,537;-1;2,883;0,933;9,949;6,076;3,045;-5,927;8,637;9,462;4,779;6,592;6,818;-4,747;1,573;-3,944;-9,161;-0,081;3,359;4,663;-0,352;7,663;1,547;-2,578;-6,109;8,372;6,759;-9,671;-8,417;-4,147;7,347;9,164;-1,269;-7,257;8,683;-0,186;9,737;-5,147;8,581;2
-5,173;-5,448;-5,551;9,85;-5,758;-8,223;9,241;8,036;7,789;6,622;7,671;3,798;9,504;6,379;7,803;3,12;5,844;3,122;0,674;-5,662;9,129;-8,157;7,419;-1,366;-2,945;-4,572;-7,163;4,207;-4,996;6,161;-9,135;-1,209;-7,067;-2,815;-1,56;-1,448;2,724;-2,26;-0,059;3,044;6,039;-6,173;9,178;0,059;2,549;0,023;-0,361;2,8;-3,801;-7,24;3,533;2,864;-9,999;-9,615;-3,834;1,834;-1,76;-2,474;-1,929;8,539;5
5,968;1,065;-4,736;-2,042;-8,345;-9,496;-3,652;3,436;2,683;-5,074;-1,548;-6,882;3,981;-9,2;-3,852;-7,881;-1,111;-6,106;3,632;-4,862;2,09;-2,746;-2,575;7,25;-7,061;3,726;0,838;3,705;-5,985;-1,535;1,242;3,2;-8,188;-1,41;4,509;2,652;-5,824;-8,754;9,339;-7,153;-5,858;-2,84;2,176;9,003;1,979;-0,662;8,357;-8,819;3,721;-5,392;6,761;-3,945;-5,498;1,529;1,656;-5,529;8,745;-3,283;-0,58;7,243;3
-3,824;-0,309;2,962;4,446;-7,378;-6,449;-6,158;-2,892;4,251;-0,444;-1,385;-7,121;3,421;-1,562;6,137;-4,431;-7,134;6,743;4,523;4,164;0,533;-0,292;5,131;-5,961;6,268;-8,688;0,915;-1,361;-4,696;-1,34;9;6,555;-1,311;-1,514;-6,699;-6,416;-2,972;-8,052;4,366;6,296;-1,967;8,797;2,839;-9,481;-4,171;-6,721;6,972;-0,596;3,802;-6,07;2,967;2,081;-6,889;7,836;2,084;6,45;2,521;8,64;3,75;8,629;3
-2,038;8,398;-2,629;-9,844;-3,472;-9,842;8,978;-9,558;1,391;-8,986;-9,785;5,25;-1,832;-2,214;-0,839;5,006;9,253;-5,662;7,806;-4,487;-3,13;-9,002;8,548;2,461;1,219;8,405;6,276;-1,253;6,186;9,462;3,845;-6,577;0,206;2,29;-2,22;8,636;-6,105;-7,526;7,773;6,815;4,675;-9,527;3,912;6,819;2,312;5,743;-6,964;-2,232;-3,432;-5,833;1,182;8,553;-4,969;5,804;-0,821;-8,311;5,968;4,71;6,188;8,781;2
-4,44;2,831;7,555;1,501;-2,551;7,709;-9,252;-3,766;-7,699;9,794;2,91;-4,802;-3,145;-2,358;3,209;9,219;-5,976;4,855;1,962;3,033;2,509;-4,424;2,852;-3,026;-5,769;1,953;3,146;-4,345;-2,436;-9,524;-0,529;-7,719;7,052;5,973;1,157;-4,089;-3,615;-7,976;3,711;5,468;-8,018;-4,6;-9,13;0,11;2,877;-2,828;-4,598;7,055;-1,842;6,263;5,231;9,257;0,153;-3,166;4,595;-9,976;-3,972;-2,072;-4,862;6,677;5
9,488;-0,678;-5,401;-7,738;8,673;-1,754;-4,908;-9,575;5,272;9,168;5,867;-8,661;-2,158;-9,944;8,222;-8,321;3,634;-6,613;2,948;0,903;-9,737;6,423;7,158;6,735;4,298;8,984;6,068;-4,451;-5,6;3,011;3,249;1,798;5,992;0,118;5,301;-7,192;-2,386;-8,431;-5,911;-7,079;7,713;0,404;-9,761;-8,855;-2,907;9,867;3,817;-1,967;-2,679;-7,046;-3,686;4,985;8,765;0,351;9,332;-8,57;-6,028;-6,82;1,698;2,871;5
-9,155;-6,209;9,371;-4,501;-8,189;-1,715;-3,948;-9,373;1,046;-8,131;5,161;9,967;-6,645;-5,648;-2,8;4,28;0,646;1,741;-7,372;-2,223;0,534;8,111;4,619;2,361;-1,96;0,278;2,423;-7,125;1,949;0,455;-9,194;-0,757;2,769;5,041;-8,987;-0,297;-9,556;3,236;4,581;9,775;0,88;9,837;1,777;2,954;6,269;3,232;-5,01;-0,742;-2,553;-1,814;8,649;-0,446;-1,611;-1,688;-6,159;-8,063;1,118;-2,885;1,545;6,417;5
7,024;-3,247;8,355;0,843;-2,854;4,512;7,165;-2,121;5,325;-0,525;-3,743;-5,179;3,532;-4,355;-9,425;-3,466;5,465;-7,428;-7,147;-4,663;3,882;8,907;-1,524;4,105;2,931;-4,986;2,427;6,852;7,873;9,667;-0,257;-4,213;-3,038;0,822;2,679;2,555;4,63;-6,699;-1,328;-8,663;-2,988;0,857;-9,588;3,76;2,68;4,64;2,452;8,505;9,117;-2,65;-1,049;-4,396;-7,808;5,076;-6,55;-9,663;1,239;-6,963;-6,808;3,882;3
1,441;5,522;-0,115;-7,5;-4,601;-5,874;-0,977;-2,78;9,276;-6,778;-3,429;7,281;6,213;-2,268;3,563;-9,325;-1,892;-6,808;-8,743;0,642;5,12;-7,079;-9,243;5,937;7,291;-4,618;-7,488;-1,828;-0,054;-7,14;-3,899;9,258;0,802;-5,004;4,255;0,124;-7,109;-8,625;9,087;-9,133;4,188;8,74;-8,081;8,724;-2,135;-5,278;3,564;2,344;-8,78;-3,092;-8,661;-2,755;0,16;-9,939;8,171;4,522;-3,644;-1,278;1,981;3,618;4
4,212;4,39;8,715;9,631;-6,698;-0,617;0,674;-8,618;5,153;1,896;3,795;-6,91;-2,794;9,814;-4,364;-5,424;4,414;2,295;-6,353;-7,637;7,988;3,115;4,832;3,683;3,402;8,025;-9,079;1,102;0,748;1,502;2,779;-0,465;7,872;-8,991;-0,858;-4,858;-6,268;-1,328;5,756;-1,385;7,783;-4,897;-1,943;9,028;-9,483;-3,814;-8,371;2,618;-4,973;-5,325;-0,22;2,237;6,149;-1,937;9,203;0,187;1,283;2,686;0,302;2,633;5
-8,419;-7,233;-5,572;0,277;-5,447;6,255;7,86;-1,556;-4,079;-4,88;8,92;-3,522;8,549;-2,568;1,009;-2,709;-0,059;2,296;-8,552;6,817;-2,294;1,915;6,84;5,275;1,897;4,883;4,87;-9,453;-5,247;7,667;-9,113;-9,683;0,056;-5,797;-8,442;-7,811;-2,88;6,57;7,047;-0,196;1,972;6,745;-7,298;7,45;-5,501;6,955;6,254;-5,502;-6,559;-8,295;4,852;-9,117;9,641;-1,351;-9,352;0,655;3,202;7,815;5,589;-1,013;5
-0,312;8,61;6,161;-0,645;-8,277;0,605;-5,28;-0,758;9,293;-1,606;-2,191;2,429;-3,965;0,618;-3,108;8,285;-9,5;9,023;1,601;-9,46;2,135;-8,648;9,269;3,49;0,727;-0,478;1,997;-2,901;8,257;3,514;-9,781;4,485;9,367;1,645;-9,078;-5,156;-1,811;-3,239;-9,691;7,212;2,481;9,792;9,831;7,376;0,605;-4,103;-1,4;-4,977;-4,531;8,167;-7,971;-7,059;-2,903;-8,312;-6,608;0,309;-0,015;-3,834;-3,825;-0,33;2
-8,753;1,421;-7,769;-0,475;0,978;-6,065;-6,245;-8,796;-2,321;-1,533;6,735;6,4;-7,17;0,741;7,168;-0,269;3,945;9,731;-1,318;0,373;-4,892;-8,282;3,885;2,276;-8,15;1,879;3,395;-0,325;-1,215;-4,864;-1,808;6,005;-2,458;1,641;0,628;-2,255;-5,511;-3,706;-5,632;-9,184;-9,995;-3,434;-6,619;1,371;9,596;-2,514;-5,828;5,19;8,662;-6,762;2,323;-9,289;-9,891;-1,768;4,377;1,71;-4,115;-1,051;-9,747;-0,423;4
-2,527;0,046;4,209;4,254;8,64;0,289;-1,808;-1,718;0,215;-2,698;9,947;-3,91;3,658;5,95;-5,12;7,357;6,986;5,762;9,465;-1,457;-2,943;5,439;5,588;6,902;-3,702;1,982;3,266;5,148;-6,832;-8,778;7,83;4,056;-0,909;8,055;-9,335;-2,151;-6,222;-4,013;-5,701;9,04;3,442;6,452;-8,698;-8,064;0,468;-4,919;-6,134;9,894;4,033;5,427;-4,575;-7,01;2,029;9,222;8,18;-5,757;-8,761;8,926;-6,31;0,023;5
5,561;-4,407;-0,095;6,481;3,199;3,503;-9,157;-3,203;2,291;8,425;4,206;-8,794;-1,118;-8,109;6,382;-2,733;0,812;7,837;-5,383;2,353;9,92;0,567;-8,923;-2,202;6,3;3,043;-6,955;-1,006;-9,91;0,166;3,364;2,232;6,137;-7,644;-9,972;3,137;1,524;-2,547;-1,893;3,586;-7,305;2,996;7,746;-8,928;6,119;0,345;-1,26;-1,276;4,381;-7,189;3,254;-5,895;-8,418;2,179;0,827;-6,596;-1,247;3,363;-1,077;0,616;1
5,051;9,57;1,381;-0,44;-4,225;-5,788;-3,185;-3,161;-2,927;-3,242;-9,428;5,055;-9,033;9,086;6,547;6,823;1,54;-0,951;-0,99;-1,398;2,033;-9,823;6,306;-7,226;-7,584;-1,169;-5,288;-0,137;-9,649;8,761;-0,898;-4,174;0,634;6,957;1,841;-2,807;8,059;5,817;1,399;4,96;9,579;-8,534;1,001;-1,821;4,713;8,583;-3,581;4,507;0,237;1,022;-6,276;5,776;2,407;8,642;-9,752;-5,104;2,116;5,88;-1,204;7,475;2
2,177;-2,297;0,403;3,543;-7,417;8,969;3,312;3,327;-3,137;-3,348;7,048;0,909;-4,477;-4,339;5,76;3,691;-9,36;-4,579;9,245;-2,229;-8,032;-9,148;2,215;-4,606;-0,368;0,751;-4,205;-6,116;-9,792;3,276;-2,304;-1,982;8,281;9,925;6,76;-0,929;-2,038;5,117;-3,443;3,051;-4,162;2,334;3,286;-0,4;-8,356;2,162;-0,104;-9,811;0,58;-4,599;-4,296;2,66;-3,44;1,77;-4,28;-8,703;-7,123;-6,659;-8,154;7,674;3
8,79;4,482;-0,671;-4,933;6,506;8,592;2,286;2,648;5,369;9,111;-2,378;7,518;4,542;5,91;-8,499;-3,765;0,268;3,013;7,544;6,02;5,747;-5,878;-2,324;3,763;0,314;2,156;-7,007;3,967;1,836;6,953;9,262;7,78;-7,24;2,486;-2,84;-3,867;-0,47;6,869;9,564;-2,463;5,126;-8,809;3,539;8,94;-3,39;0,021;-5,205;9,382;8,184;1,086;-7,469;0,559;6,247;-1,483;-5,819;-4,007;-6,869;5,23;-6,717;-9,511;3
2,108;-4,093;7,234;-5,364;7,287;-8,19;-7,535;1,483;1,406;-4,298;8,09;6,75;-3,928;-3,779;8,608;6,545;5,708;4,301;-3,729;-3,988;-9,041;2,79;3,395;1,61;-1,302;-3,394;4,464;-8,427;-4,407;2,233;4,19;-2,643;-8,095;-2,912;8,027;9,228;0,68;9,509;8,933;2,466;-3,585;2,732;-4,194;7,669;9,224;6,206;3,972;5,492;-1,529;7,73;3,033;-3,399;-2,314;-3,363;-7,64;-8,086;-6,219;-3,071;-3,567;-6,011;5
7,606;6,111;6,34;-9,455;0,951;-8,668;-1,753;-8,341;-1,513;-2,59;9,655;5,506;6,596;-0,758;-9,001;1,094;8,902;-4,772;9,753;4,668;8,564;1,355;4,532;-1,396;9,162;-3,523;9,178;3,262;7,293;-3,035;-7,002;-6,181;5,326;-7,839;-3,573;2,889;-5,148;3,487;6,854;9,531;9,43;-6,896;7,649;6,283;-6,781;-0,781;1,51;4,668;-4,089;-2,35;3,261;-2,311;6,613;-1,787;9,505;0,078;-9,844;-2,649;8,487;1,408;5
6,31;-7,464;-2,553;7,88;-3,148;-8,891;6,266;-9,959;-5,268;-0,07;9,364;-8,214;-3,195;-0,097;-8,434;1,085;-2,521;9,732;-5,738;-7,325;2,077;-7,173;-9,437;2,858;0,33;-1,557;-7,128;3,74;9,731;-2,814;-8,504;8,794;6,621;-2,426;-3,755;-3,395;-0,055;-9,859;-0,611;0,865;4,785;6,029;0,271;0,404;0,829;-7,079;4,972;5,414;0,357;-8,862;0,72;3,819;-4,587;8,269;-1,659;-8,959;8,065;9,657;2,237;-8,307;4
-8,261;7,066;-0,542;4,676;-7,541;-2,01;-3,57;-6,283;2,687;8,927;4,067;-4,07;-5,734;1,523;0,723;9,657;3,871;7,282;6,095;7,688;-5,068;6,221;-6,411;-9,009;1,403;-9,308;-8,737;8,971;3,296;7,814;-4,967;8,029;-2,706;4,097;6,669;-8,076;4,687;-4,166;-8,422;4,725;-1,107;4,4;9,302;0,521;-7,558;2,216;-7,822;9,182;-1,745;3,641;-7,848;8,573;-0,141;3,292;1,971;1,963;-0,549;-5,906;0,089;-7,7;5
-5,747;-8,567;-9,596;0,092;-9,658;9,279;-0,025;-1,913;-5,105;2,822;6,995;3,793;-7,567;-2,24;5,686;-1,758;7,191;-5,906;-0,038;-1,48;1,377;9,331;9,211;8,761;-1,302;-5,316;7,326;3,753;-6,547;7,082;1,831;-8,081;7,649;-2,425;9,876;-0,9;-9,89;0,181;3,173;-1,367;6,14;-3,873;-3,463;0,068;4,173;6,417;-4,823;-9,076;-8,323;5,874;9,611;-0,593;3,017;4,943;-3,216;7,845;-2,797;2,663;3,224;3,369;4
4,066;-8,42;-0,677;2,967;2,847;-0,579;-0,66;-1,277;-6,603;8,952;-2,218;7,535;3,831;-6,494;0,535;-0,616;-1,141;-0,705;0,824;0,778;4,989;0,771;7,862;-3,722;4,602;-0,261;-6,175;4,296;-9,663;-3,063;8,668;8,919;8,67;8,821;-3,626;-3,824;0,745;-9,913;-2,793;3,278;9,835;4,26;-2,632;8,945;-2,404;-3,509;-0,455;-3,751;3,43;1,815;1,542;-8,876;-8,82;-4,504;9,824;-6,324;-8,169;-3,863;-9,714;-7,115;4
5,506;-5,579;-9,09;-2,569;2,883;0,393;-8,361;-2,135;1,517;-7,201;5,605;3,465;3,538;-8,166;-5,779;6,075;-8,351;1,236;1,916;3,839;3,723;1,267;0,542;9,261;-6,289;8,025;-8,409;-2,834;9,704;-0,355;8,847;-1,261;9,151;-9,923;7,31;9,92;-2,155;8,961;-1,685;-0,776;4,76;-9,735;9,443;-6,132;1,083;-0,32;-4,665;-5,524;9,555;-8,407;1,367;-2,299;0,282;-2,071;-4,862;-2,131;5,74;-6,289;6,24;4,899;3
4,257;7,813;-6,298;6,696;-6,655;4,205;8,428;-3,307;-2,087;6,654;3,462;-0,11;6,143;4,013;-9,51;9,758;-7,254;-0,278;8,171;-0,705;9,427;7,579;2,715;3,124;-4,405;-2,076;3,377;-3,277;-0,968;9,015;-5,636;4,081;1,508;-4,423;-3,543;4,715;-2,326;-2,946;1,27;1,925;-0,936;-6,987;-9,298;0,492;7,831;-6,874;-7,334;9,043;-5,061;-8,171;-7,507;4,943;2,557;-5,741;8,258;4,885;-2,974;-1,54;0,535;-7,113;4
1,432;-6,341;-5,569;-1,449;5,355;-7,689;3,761;-2,654;8,496;3,85;0,661;-1,639;-5,352;8,885;4,243;1,247;-6,152;0,417;-5,72;0,5;3,332;-8,017;4,526;6,129;1,342;-4,476;0,527;0,857;0,966;4,605;-4,332;4,799;0,962;-0,352;-2,143;6,789;2,134;-8,793;4,336;-9,988;-0,212;2,02;-5,28;-8,06;2,34;8,69;-9,613;-9,118;3,31;6,628;-1,846;-6,875;-7,245;-8,033;-8,041;6,619;9,963;5,257;8,664;-8,009;5
-0,635;6,143;-8,966;-6,034;9,99;7,798;7,202;9,881;7,457;-4,569;-1,895;-0,324;8,845;9,235;-8,191;-0,088;2,419;4,12;9,451;-4,204;-4,202;-2,116;1,264;5,608;-2,06;8,428;-7,715;8,711;-1,617;-8,75;5,563;-8,492;3,066;5,298;3,06;-8,779;-2,128;3,867;8,279;0,523;0,876;9,707;-7,699;0,695;2,053;0,476;-8,603;-2,343;-6,135;-0,754;-9,109;0,248;5,507;-0,376;8,073;2,418;9,088;4,717;-2,351;-4,261;4
8,462;2,114;5,024;-2,687;5,741;2,788;5,073;0,885;1,355;9,785;3,059;-9,468;0,958;-2,214;0,846;-2,524;-5,888;9,128;6,849;2,494;6,159;-1,674;-5,72;-5,034;8,848;-4,109;1,445;8,492;7,17;-8,688;-5,915;-8,401;-3,422;3,856;-7,526;-1,906;-7,523;2,932;-1,101;8,163;1,567;5,368;8,167;9,946;-3,973;-8,689;-3,668;5,627;4,413;-0,388;8,141;-5,345;7,343;4,124;5,153;0,02;0,897;-2,92;-0,593;-2,163;4
-6,248;-2,093;7,001;3,094;-7,486;0,321;-0,468;9,786;-4,032;2,632;6,635;7,351;5,655;-0,554;-2,75;5,448;8,366;7,775;-7,559;2,013;4,632;-8,119;-4,933;0,855;-9,64;3,084;-4,724;-0,722;0,141;-9,885;-9,134;9,877;-6,157;-7,967;-7,272;6,481;4,3;-7,591;-4,675;-7,57;-3,992;4,668;9,552;1,951;-8,036;-4,608;8,875;-7,123;-9,19;3,189;-8,366;2,773;-7,237;-3,435;8,03;-0,755;-1,412;4,974;0,354;3,285;2
-2,657;-2,571;-1,582;-7,082;-8,376;1,351;-0,968;-5,172;5;4,828;5,334;-9,59;-9,119;-7,747;9,45;4,901;-3,457;-9,576;-1,804;7,748;8,829;-0,044;3,346;4,207;8,478;8,167;-1,093;-5,167;9,473;-1,669;6,611;-4,116;-2,795;1,15;-5,923;5,94;0,864;0,535;-2,64;-2,381;-9,883;-8,025;-3,452;0,792;-2,412;2,276;4,773;3,271;-3,02;-7,504;-8,922;1,754;2,678;-0,893;-2,658;-6,486;-6,265;4,562;-2,999;5,142;3
3,005;9,234;-5,272;4,747;5,258;-7,815;0,548;-4,736;5,993;8,396;-7,917;-1,356;1,054;3,521;4,198;7,987;1,466;-1,431;8,831;-0,983;9,544;1,203;-1,911;9,774;-7,303;5,086;7,925;-2,289;9,039;-1,775;-7,826;2,397;-7,795;0,028;2,88;-7,635;9,345;-0,006;8,095;-3,187;7,561;-0,57;2,822;9,956;-8,587;-5,677;9,999;-2,384;7,516;-6,186;-2,541;-5,408;-2,868;-2,585;1,728;-7,675;2,378;4,388;-9,419;-3,938;3
8,16;-6,176;9,652;5,151;7,086;6,507;-4,227;7,225;-0,652;7,471;-7,035;2,465;-3,091;-3,224;4,745;-0,891;-8,782;-1,108;3,579;6,678;-8,437;-6,105;-9,507;4,976;-6,861;3,141;-6,339;8,263;-8,034;9,297;-6,509;1,212;4,79;1,569;6,757;-3,841;2,829;-9,505;-4,043;-1,473;0,817;0,56;-5,337;-9,787;-4,669;-7,976;-6,283;-6,163;-5,366;-5,211;-4,3;-5,702;8,285;-5,122;-7,067;-4,647;1,547;-4,097;9,796;-2,12;4
7,275;-4,661;4,47;9,544;-3,253;9,936;-4,253;3,225;4,642;2,786;4,53;-2,872;3,426;7,197;8,27;4,712;9,387;1,847;-1,784;8,875;1,335;5,808;-0,821;5,211;-3,364;-1,283;-6,146;2,957;6,951;6,736;-8,649;5,202;-9,126;3,606;9,216;1,166;-4,339;-0,744;-4,97;-8,743;-0,033;5,146;9,481;4,383;0,968;6,221;6,367;-8,291;7,591;3,716;-4,795;4,572;-9,171;9,614;9,426;1,869;-2,428;2,701;-3,732;9,463;1
